11.35	-0.0002780353399 0.1082241995 I
11.4	-0.0002367534608 0.109166873 I
11.45	-0.0001947195621 0.1101138543 I
11.5	-0.0001519298455 0.1110651474 I
11.55	-0.0001083805238 0.1120207564 I
11.6	-0.00006406781962 0.1129806852 I
11.65	-0.00001898796708 0.113944938 I
11.7	0.00002686278989 0.1149135187 I
11.75	0.00007348819324 0.1158864314 I
11.8	0.0001208919789 0.1168636802 I
11.85	0.0001690778695 0.117845269 I
11.9	0.0002180495768 0.118831202 I
11.95	0.0002678108026 0.1198214833 I
12.	0.0003183652379 0.1208161168 I
12.05	0.0003697165631 0.1218151068 I
12.1	0.0004218684461 0.1228184573 I
12.15	0.0004748245478 0.1238261725 I
12.2	0.0005285885162 0.1248382563 I
12.25	0.0005831639891 0.125854713 I
12.3	0.0006385545928 0.1268755466 I
12.35	0.0006947639454 0.1279007614 I
12.4	0.000751795652 0.1289303613 I
12.45	0.0008096533086 0.1299643507 I
12.5	0.0008683405004 0.1310027336 I
12.55	0.0009278608024 0.1320455141 I
12.6	0.0009882177777 0.1330926965 I
12.65	0.001049414981 0.1341442849 I
12.7	0.001111455957 0.1352002835 I
12.75	0.001174344236 0.1362606964 I
12.8	0.001238083343 0.137325528 I
12.85	0.001302676788 0.1383947822 I
12.9	0.001368128075 0.1394684635 I
12.95	0.001434440696 0.1405465758 I
13.	0.001501618128 0.1416291236 I
13.05	0.001569663847 0.1427161109 I
13.1	0.001638581311 0.143807542 I
13.15	0.001708373971 0.1449034212 I
13.2	0.001779045267 0.1460037526 I
13.25	0.001850598629 0.1471085406 I
13.3	0.001923037479 0.1482177893 I
13.35	0.001996365221 0.149331503 I
13.4	0.002070585259 0.150449686 I
13.45	0.00214570098 0.1515723425 I
13.5	0.002221715764 0.1526994768 I
13.55	0.002298632979 0.1538310932 I
13.6	0.002376455984 0.1549671959 I
13.65	0.002455188128 0.1561077893 I
13.7	0.002534832749 0.1572528775 I
13.75	0.002615393175 0.158402465 I
13.8	0.002696872724 0.159556556 I
13.85	0.002779274706 0.1607151548 I
13.9	0.002862602417 0.1618782657 I
13.95	0.002946859147 0.163045893 I
14.	0.003032048172 0.1642180411 I
14.05	0.003118172762 0.1653947143 I
14.1	0.003205236173 0.1665759169 I
14.15	0.003293241655 0.1677616532 I
14.2	0.003382192447 0.1689519276 I
14.25	0.003472091774 0.1701467444 I
14.3	0.003562942856 0.1713461079 I
14.35	0.003654748901 0.1725500226 I
14.4	0.003747513109 0.1737584927 I
14.45	0.003841238666 0.1749715226 I
14.5	0.003935928751 0.1761891168 I
14.55	0.004031586535 0.1774112795 I
14.6	0.004128215172 0.1786380151 I
14.65	0.004225817816 0.1798693281 I
14.7	0.004324397603 0.1811052227 I
14.75	0.004423957664 0.1823457034 I
14.8	0.004524501119 0.1835907746 I
14.85	0.004626031074 0.1848404406 I
14.9	0.004728550632 0.1860947059 I
14.95	0.004832062882 0.1873535748 I
15.	0.004936570905 0.1886170518 I
15.05	0.00504207777 0.1898851413 I
15.1	0.00514858654 0.1911578477 I
15.15	0.005256100263 0.1924351754 I
15.2	0.005364621983 0.1937171289 I
15.25	0.00547415473 0.1950037124 I
15.3	0.005584701525 0.1962949306 I
15.35	0.005696265381 0.1975907878 I
15.4	0.005808849302 0.1988912885 I
15.45	0.005922456279 0.2001964371 I
15.5	0.006037089295 0.201506238 I
15.55	0.006152751322 0.2028206957 I
15.6	0.006269445328 0.2041398146 I
15.65	0.006387174263 0.2054635993 I
15.7	0.006505941073 0.2067920541 I
15.75	0.006625748692 0.2081251836 I
15.8	0.006746600048 0.2094629921 I
15.85	0.006868498051 0.2108054842 I
15.9	0.006991445612 0.2121526644 I
15.95	0.007115445884 0.213504537 I
16.	0.00724050074 0.2148611067 I
16.05	0.00736661455 0.2162223778 I
16.1	0.007493789204 0.2175883549 I
16.15	0.007622027803 0.2189590425 I
16.2	0.007751333191 0.220334445 I
16.25	0.007881708211 0.221714567 I
16.3	0.00801315569 0.2230994129 I
16.35	0.008145678449 0.2244889872 I
16.4	0.008279279301 0.2258832946 I
16.45	0.008413961042 0.2272823393 I
16.5	0.008549726467 0.2286861261 I
16.55	0.008686578357 0.2300946594 I
16.6	0.008824519487 0.2315079437 I
16.65	0.008963552616 0.2329259835 I
16.7	0.009103680501 0.2343487834 I
16.75	0.009244905884 0.2357763479 I
16.8	0.009387231501 0.2372086815 I
16.85	0.009530660078 0.2386457887 I
16.9	0.00967519433 0.2400876742 I
16.95	0.009820836964 0.2415343424 I
17.	0.009967590678 0.2429857979 I
17.05	0.01011545816 0.2444420452 I
17.1	0.01026444208 0.2459030888 I
17.15	0.01041454512 0.2473689334 I
17.2	0.01056576994 0.2488395835 I
17.25	0.01071811917 0.2503150436 I
17.3	0.01087159548 0.2517953183 I
17.35	0.01102620148 0.2532804122 I
17.4	0.01118193979 0.2547703298 I
17.45	0.01133881304 0.2562650757 I
17.5	0.01149682383 0.2577646544 I
17.55	0.01165597474 0.2592690706 I
17.6	0.01181626837 0.2607783288 I
17.65	0.01197770729 0.2622924336 I
17.7	0.01214029407 0.2638113896 I
17.75	0.01230403126 0.2653352013 I
17.8	0.01246892142 0.2668638733 I
17.85	0.01263496706 0.2683974103 I
17.9	0.01280217074 0.2699358168 I
17.95	0.01297053497 0.2714790975 I
18.	0.01314006226 0.2730272568 I
18.05	0.01331075511 0.2745802994 I
18.1	0.01348261602 0.27613823 I
18.15	0.01365564746 0.2777010531 I
18.2	0.01382985191 0.2792687732 I
18.25	0.01400523183 0.2808413952 I
18.3	0.01418178969 0.2824189234 I
18.35	0.01435952792 0.2840013626 I
18.4	0.01453844896 0.2855887174 I
18.45	0.01471855525 0.2871809923 I
18.5	0.01489984919 0.2887781921 I
18.55	0.01508233321 0.2903803213 I
18.6	0.0152660097 0.2919873845 I
18.65	0.01545088103 0.2935993864 I
18.7	0.01563694962 0.2952163317 I
18.75	0.01582421782 0.2968382248 I
18.8	0.01601268799 0.2984650705 I
18.85	0.0162023625 0.3000968735 I
18.9	0.01639324369 0.3017336382 I
18.95	0.01658533389 0.3033753695 I
19.	0.01677864908 0.3050220719 I
19.05	0.01697316456 0.30667375 I
19.1	0.017168896 0.3083304086 I
19.15	0.01736584571 0.3099920522 I
19.2	0.01756401599 0.3116586855 I
19.25	0.01776340911 0.3133303132 I
19.3	0.01796402734 0.3150069399 I
19.35	0.01816587296 0.3166885702 I
19.4	0.0183689482 0.3183752089 I
19.45	0.01857325533 0.3200668606 I
19.5	0.01877879657 0.32176353 I
19.55	0.01898557414 0.3234652216 I
19.6	0.01919359028 0.3251719403 I
19.65	0.01940284719 0.3268836905 I
19.7	0.01961334706 0.3286004771 I
19.75	0.01982509209 0.3303223047 I
19.8	0.02003808446 0.332049178 I
19.85	0.02025232635 0.3337811016 I
19.9	0.0204678199 0.3355180802 I
19.95	0.02068456729 0.3372601185 I
20.	0.02090257066 0.3390072211 I
